Sample	aligner	var_caller	cpu_time	wall_time	compute_efficiency	num_task_threads	cost_per_task	per_vcpu_seconds	theoretical_min_cost_per_task	Fscore(all)	Fscore(SNPts)	Fscore(SNPtv)	Fscore(SNPall)	Fscore(INS50)	Fscore(Del50)	Fscore(Indel50)	YieldBases	WgsCoverageMedian	WgsCoverageMean	cost_per_vcpu_sec	cost_per_vcpu_sec_gb
RIH0_ANA0-HG002-19	sent	mrkdup	58481.28	709.0678	0.4296	192.0	0.427489	304.59	0.9950861266294228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108147477309.0	31.0	30.85845	7.309843423399763e-06	6.759143722339457e-08
RIH0_ANA0-HG002-19	sent	sentd	7416259.96	1085.5889	67.32802179715935	192.0	0.442637	38626.35395833333	0.00657433544287908	0.9966431989784467	0.9966459154246796	0.9962609509794276	0.9964534332020536	0.9972670001852881	0.9973629171592253	0.9991184508242485	108147477309.0	31.0	30.85845	5.968466617774817e-08	5.518821859081981e-10
RIH0_ANA0-HG003-19	bwa2a	alNsort	483870.72	3162.9467	0.7968	192.0	1.591929	2520.16	1.9979028614457832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109163488812.0	31.0	30.960142	3.289988284474002e-06	3.013817458820851e-08
RIH0_ANA0-HG003-19	bwa2a	deep	550848.88	21069.0694	1.067867277515387	1536.0	3.419672	358.62557291666667	3.2023380358246114	0.9965721180271326	0.9966395220653604	0.9961284241002795	0.9963839730828199	0.9964489989945037	0.9978002948058508	0.9983869967119549	109163488812.0	31.0	30.960142	6.208003908440369e-06	5.6868866834512e-08
RIH0_ANA0-HG003-19	bwa2a	mrkdup	42712.32	724.0774	0.3072	192.0	0.364432	222.46	1.1863020833333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109163488812.0	31.0	30.960142	8.532245497317869e-06	7.816024927539643e-08
RIH0_ANA0-HG003-19	sent	alNsort	65470.08	2195.144	0.1553	192.0	1.323428	340.99	8.521751448808757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109201405818.0	31.0	30.953725	2.021424137560241e-05	1.851097174453265e-07
RIH0_ANA0-HG003-19	sent	mrkdup	46498.56	733.4234	0.3302	192.0	0.442173	242.17999999999998	1.3391066020593578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109201405818.0	31.0	30.953725	9.509391258568008e-06	8.708121646727506e-08
RIH0_ANA0-HG003-19	sent	sentd	7437190.679999999	1087.296	66.26822873043618	192.0	0.44754	38735.36812499999	0.006753462535123568	0.9965363198754942	0.9965677372634086	0.9959886967354694	0.9962782169994391	0.9973834703583945	0.9975568556361238	0.9988669698427727	109201405818.0	31.0	30.953725	6.017594805031945e-08	5.510547011694283e-10
RIH0_ANA0-HG004-19	bwa2a	alNsort	486984.96	3113.1352	0.8147	192.0	1.566858	2536.38	1.923233091935682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109437245470.0	31.0	31.146989	3.217466921360364e-06	2.9400108779623547e-08
RIH0_ANA0-HG004-19	bwa2a	deep	481719.17999999993	20188.7439	1.0508062859001515	1536.0	3.140531	313.61925781249994	2.988686917979111	0.9965375948723442	0.9965417157609188	0.9962169248120196	0.9963793202864692	0.9963587756111746	0.9977518013105999	0.9990220711029533	109437245470.0	31.0	31.146989	6.519422789019945e-06	5.9572248561456284e-08
RIH0_ANA0-HG004-19	bwa2a	mrkdup	50503.68000000001	701.4039	0.37500000000000006	192.0	0.35302	263.04	0.9413866666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109437245470.0	31.0	31.146989	6.9899856802514186e-06	6.387209080630215e-08
RIH0_ANA0-HG004-19	sent	alNsort	58600.31999999999	2145.3613	0.1423	192.0	1.293415	305.21	9.089353478566409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109475571384.0	31.0	31.142648	2.2071807799001778e-05	2.016139995431675e-07
RIH0_ANA0-HG004-19	sent	mrkdup	56330.88	687.8491	0.4265	192.0	0.414697	293.39	0.9723259085580305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109475571384.0	31.0	31.142648	7.361805815921924e-06	6.724610543569962e-08
RIH0_ANA0-HG004-19	sent	sentd	7552822.399999999	1049.3663000000001	71.9866497419815	192.0	0.425681	39337.61666666666	0.005913332562714742	0.9964056702798765	0.9963600187214189	0.9959554006968641	0.9961577097091414	0.9973630897567847	0.9975435180243856	0.9989930414656508	109475571384.0	31.0	31.142648	5.636052027385154e-08	5.148228007521384e-10
RIH0_ANA0-HG005-19	bwa2a	alNsort	482449.92000000004	3150.9246	0.7975000000000001	192.0	1.585878	2512.76	1.988561755485893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110239329837.0	31.0	31.016063	3.2871349631480916e-06	2.981816896028353e-08
RIH0_ANA0-HG005-19	bwa2a	deep	512469.78	20717.0433	0.9131677548075777	1536.0	3.3212529999999996	333.6391796875	3.637067759471919	0.9965355419609786	0.9966030015243174	0.9962029137019781	0.9964029576131477	0.9961188891975317	0.9977524537771125	0.9983806860002943	110239329837.0	31.0	31.016063	6.480875808911111e-06	5.878914375199615e-08
RIH0_ANA0-HG005-19	bwa2a	mrkdup	40348.8	732.461	0.2869	192.0	0.368652	210.15	1.2849494597420703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110239329837.0	31.0	31.016063	9.136628598620032e-06	8.287993597320903e-08
RIH0_ANA0-HG005-19	sent	alNsort	64439.04	2076.9878	0.1616	192.0	1.252193	335.62	7.74871905940594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110281422295.0	31.0	31.010598	1.9432210659873266e-05	1.7620565871822543e-07
RIH0_ANA0-HG005-19	sent	mrkdup	59018.88	769.6774	0.3994	192.0	0.46403	307.39	1.1618177265898848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110281422295.0	31.0	31.010598	7.86239928646562e-06	7.129395978802215e-08
RIH0_ANA0-HG005-19	sent	sentd	7337192.359999999	1033.4573	70.0944009203466	192.0	0.421111	38214.543541666666	0.006007769443361664	0.9964538684670319	0.9964722014207252	0.995994871760705	0.9962335365907151	0.9972427375677007	0.9976918424528186	0.9984196834504389	110281422295.0	31.0	31.010598	5.739402476289991e-08	5.204323953074558e-10
RIH0_ANA0-HG006-19	bwa2a	alNsort	487593.60000000003	3058.1086	0.8304	192.0	1.113067	2539.55	1.3403986030828516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109711458752.0	30.0	30.535775	2.2827760659696925e-06	2.0807088812207397e-08
RIH0_ANA0-HG006-19	bwa2a	deep	210181.28	21367.9746	0.349565816251571	1536.0	3.1463589999999995	136.83677083333333	9.00076281410671	0.9936884638820698	0.9945704252182187	0.9933861864550246	0.9939783058366216	0.98860909025067	0.9907110193680925	0.9935353440372365	109711458752.0	30.0	30.535775	1.4969739455388223e-05	1.3644645350333864e-07
RIH0_ANA0-HG006-19	bwa2a	mrkdup	29550.72	664.7376	0.2315	192.0	0.241946	153.91	1.0451231101511878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109711458752.0	30.0	30.535775	8.187482403136032e-06	7.462741354705374e-08
RIH0_ANA0-HG006-19	sent	alNsort	53779.200000000004	2112.0542	0.1326	192.0	1.273334	280.1	9.602820512820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109761993469.0	30.0	30.528184	2.367707217660359e-05	2.1571284766516825e-07
RIH0_ANA0-HG006-19	sent	mrkdup	60384.0	762.4559	0.4125	192.0	0.459676	314.5	1.1143660606060606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109761993469.0	30.0	30.528184	7.6125463698993105e-06	6.93550301821852e-08
RIH0_ANA0-HG006-19	sent	sentd	7127275.44	1080.4312	61.51274675841853	192.0	0.45316000000000006	37121.22625	0.00736692838282305	0.9937847977916835	0.994467029919853	0.9931246379250019	0.9937958339224275	0.9917725359889372	0.9914701950163047	0.9967648010352637	109761993469.0	30.0	30.528184	6.358109824923507e-08	5.792633336892904e-10
RIH0_ANA0-HG007-19	bwa2a	alNsort	501874.55999999994	3158.6062	0.8276	192.0	1.589744	2613.93	1.9209086515224747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110778719806.0	31.0	31.146231	3.1676122415928e-06	2.859404989640651e-08
RIH0_ANA0-HG007-19	bwa2a	deep	170382.86	18912.162099999998	0.5461454592791788	1536.0	2.9194749999999994	110.92634114583332	5.345599693995847	0.9948370314262304	0.9954406343104882	0.9946930155291818	0.995066824919835	0.9909669614881212	0.9929487352668847	0.9940036900369003	110778719806.0	31.0	31.146231	1.713479278373423e-05	1.546758512261321e-07
RIH0_ANA0-HG007-19	bwa2a	mrkdup	61739.520000000004	738.2325	0.4356	192.0	0.371557	321.56	0.8529775022956843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110778719806.0	31.0	31.146231	6.018138786955261e-06	5.4325765792333215e-08
RIH0_ANA0-HG007-19	dirsetup	unknown	0.0	0.48619999999999997	0.0	2.0	4.9999999999999996e-06	0.0	4.9999999999999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIH0_ANA0-HG007-19	sent	alNsort	61282.56	1675.564	0.1905	192.0	0.618143	319.18	3.2448451443569555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110821616641.0	31.0	31.137643	1.0086768568414897e-05	9.101806014155506e-08
RIH0_ANA0-HG007-19	sent	mrkdup	0.0	579.1566	0.0	192.0	0.213661	0.0	0.213661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110821616641.0	31.0	31.137643	0.0	0.0
RIH0_ANA0-HG007-19	sent	sentd	6650670.4	1240.3563	46.468857136365685	192.0	0.33158499999999996	34638.90833333333	0.007135639230957276	0.9948400100508757	0.9952791889373694	0.9944338181308406	0.994856503534105	0.9934567199584868	0.9933338569380902	0.9967491872968243	110821616641.0	31.0	31.137643	4.985737979136659e-08	4.4988858042809995e-10
